trade_id,entry_date,entry_timestamp,exit_date,exit_timestamp,entry_spot,exit_spot,expiry,DTE_at_entry,PE_short_strike,PE_short_entry_price,PE_short_exit_price,PE_short_entry_delta,PE_short_exit_delta,PE_hedge_strike,PE_hedge_entry_price,PE_hedge_exit_price,CE_short_strike,CE_short_entry_price,CE_short_exit_price,CE_short_entry_delta,CE_short_exit_delta,CE_hedge_strike,CE_hedge_entry_price,CE_hedge_exit_price,initial_basket_value,minimum_basket_value,maximum_basket_value,exit_basket_value,gross_pnl,slippage_cost,brokerage,STT,GST,exchange_charges,SEBI_fees,stamp_duty,total_cost,net_pnl,exit_reason,delta30_triggered,adjustment_count,adjustment_details,data_quality/status,rejection_reason
FRAMEWORK,2026-01-01..2026-09-11,14:30,2026-01-01..2026-09-11,15:00,23897.7,N/A,AUTO_DERIVED,N/A,AUTO,N/A,N/A,0.15,0.15,SHORT-150,N/A,N/A,AUTO,N/A,N/A,0.15,0.15,SHORT+150,N/A,N/A,32,32,48,85,0,0.0,0.85,0.12,0.02,0.03,0.01,0.05,1.36,-3.36,NOT_EXECUTED,N,0,NONE,REAL_ONLY_NO_SYNTHETIC,NO_CHAIN_POOLS_COMPLETED
